id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1476528123386929158,1476528123386929158,2021-12-30 21:18:31 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-30,21:18:31,+0900,366664997,hrk425hrk,하루카🐰,,친구들! 무파마? 라는 라면 맛있어?,ko,[],[],[],0,0,0,[],[],https://twitter.com/hrk425hrk/status/1476528123386929158,False,,0,,,,,,,,[],,,,
1476416302239854593,1476414752746516480,2021-12-30 13:54:11 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-30,13:54:11,+0900,1065213808283594752,wingthanol,nol,,@9999_529 ㅠㅅㅠ 울 상구 든든하게 먹어야하는데 컵라면 뭐먹었어요? 새우탕?무파마?참깨라면?,ko,[],[],[],1,0,1,[],[],https://twitter.com/wingthanol/status/1476416302239854593,False,,0,,,,,,,,"[{'screen_name': '9999_529', 'name': '𝟵𝟵', 'id': '1315116970400911360'}]",,,,
1476186380720283650,1476184854207537157,2021-12-29 22:40:34 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-29,22:40:34,+0900,1476026984916733952,a11is_well,랏데,,@taengEHO ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ  라면 : 집에 무파마 밖에 없을게,ko,[],[],[],1,0,0,[],[],https://twitter.com/a11is_well/status/1476186380720283650,False,,0,,,,,,,,"[{'screen_name': 'taengEHO', 'name': '잠만EHO', 'id': '1183775481042108416'}]",,,,
1476122718957600768,1476122718957600768,2021-12-29 18:27:35 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-29,18:27:35,+0900,743755759163322368,ged_the_winged,게불,,라면굽물 뭐가마싯더라 무파마 ?,ko,[],[],[],0,0,0,[],[],https://twitter.com/Ged_the_Winged/status/1476122718957600768,False,,0,,,,,,,,[],,,,
1476072521833529345,1476072521833529345,2021-12-29 15:08:07 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-29,15:08:07,+0900,781471196369920000,gajaenal_copipe,가볍게 재수없는 카피페,,"윤시진「그거 알아?「수고하십시오」는 아랫사람한테 쓰는 말이래.」 윤시연「라면사오거라. 수고하렴 막내야.」 윤시란「수고하는구나, 난 무파마가 좋단다.」 한해신「수고해라.」 신선생「수고하시네요.」 김사영「수고하시는군요」 손지연「수고해요, 쌤!」 윤시진「」",ko,[],[],[],0,0,0,[],[],https://twitter.com/gajaenal_copipe/status/1476072521833529345,False,,0,,,,,,,,[],,,,
1475804485935316997,1475804485935316997,2021-12-28 21:23:03 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-28,21:23:03,+0900,1280493578280550400,gimchi_season,카칩..,,무파마 무파마,ko,[],[],[],0,0,0,[],[],https://twitter.com/gimchi_season/status/1475804485935316997,False,https://twitter.com/ssapsoriEXPO/status/1475503894352793600,0,,,,,,,,[],,,,
1475765272204046337,1475764157329068032,2021-12-28 18:47:13 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-28,18:47:13,+0900,4856181700,d_minor_lover,율마(일명 ‘오타왕’ 가티타),,"지난 주말에 닭 한 마리 사서 세 가지 메뉴로 활용했다. 곰탕은 퍽퍽한 부위 위주로 대여섯 토막, 무파마, 자투리 양파 당근 무, 청주, 국간장-&gt;끓여서 체에 받치고 식힌 뒤 기름기 걷어냄-&gt; 납작 썰기한 무를 넣고 푹 익힘. 국물이 끝내준다.",ko,[],[],[],0,0,1,[],[],https://twitter.com/D_minor_lover/status/1475765272204046337,False,,0,,,,,,,,[],,,,
1475667752723841028,1475667752723841028,2021-12-28 12:19:43 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-28,12:19:43,+0900,1262951672856395777,cy_bug_er,벌레레레,,무파마 끓일게 극락 갈게,ko,[],[],[],0,0,1,[],[],https://twitter.com/cy_bug_er/status/1475667752723841028,False,,0,,,,,,,,[],,,,
1475120374618947584,1475094546912780289,2021-12-27 00:04:38 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-27,00:04:38,+0900,1335626710708981761,e_nfan_t,앙팡,,@FlNEMANDARlN 아앗 야옹이가 시선강탈을...(ㅋㅋㅋㅋㅋㅋ흐흐 저 다음에 드아센에서 동숲 무파마처럼 돌아다닐테니까요&gt;&lt; 한개에 파인님과인사한번 원 내고 사주시면 돼요٩(๑ ᐛ ๑)و,ko,[],[],[],1,0,0,[],[],https://twitter.com/e_nfan_t/status/1475120374618947584,False,,0,,,,,,,,"[{'screen_name': 'FlNEMANDARlN', 'name': '💥파인💥', 'id': '1270694666367676417'}]",,,,
1475107200918253574,1475107200918253574,2021-12-26 23:12:17 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-26,23:12:17,+0900,1345456460,nomom_esti,🧸🎓,,달밤에 무파마,ko,[],[],[],0,0,0,[],[],https://twitter.com/nomom_esti/status/1475107200918253574,False,,0,,,,,,,,[],,,,
1474981301518499840,1474895116158783490,2021-12-26 14:52:00 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-26,14:52:00,+0900,1446482322778308612,n_fia__bbu,뿌,,@eqpqp_ 무파마 개쩔어,ko,[],[],[],1,0,1,[],[],https://twitter.com/N_fia__Bbu/status/1474981301518499840,False,,0,,,,,,,,"[{'screen_name': 'eqpqp_', 'name': '세진와이프', 'id': '1247971354176974848'}]",,,,
1474923285884575745,1474923285884575745,2021-12-26 11:01:28 ´ëÇÑ¹Î±¹ Ç¥ÁØ½Ã,2021-12-26,11:01:28,+0900,558503668,reservoir_fox_,허둥지둥 ㅏ랑,,무파마는 별로 안 좋아하고 열라면 좋아함     https://t.co/Qi0uyluKBZ,ko,[],['https://peing.net/ko/qs/1125220168'],[],0,0,1,[],[],https://twitter.com/Reservoir_fox_/status/1474923285884575745,False,,0,,,,,,,,[],,,,
